deployment_id,species,yday,n_images
SUN_PRAIRIE_24_R2,Pronghorn,173,0
SUN_PRAIRIE_24_R2,White-tailed deer,173,0
SUN_PRAIRIE_24_R2,American bison,174,0
SUN_PRAIRIE_24_R2,Coyote,174,2
SUN_PRAIRIE_24_R2,Mule deer,174,0
SUN_PRAIRIE_24_R2,Pronghorn,174,0
SUN_PRAIRIE_24_R2,White-tailed deer,174,0
SUN_PRAIRIE_24_R2,American bison,175,0
SUN_PRAIRIE_24_R2,Coyote,175,0
SUN_PRAIRIE_24_R2,Mule deer,175,0
SUN_PRAIRIE_24_R2,Pronghorn,175,0
SUN_PRAIRIE_24_R2,White-tailed deer,175,0
SUN_PRAIRIE_24_R2,American bison,176,0
SUN_PRAIRIE_24_R2,Coyote,176,0
SUN_PRAIRIE_24_R2,Mule deer,176,0
SUN_PRAIRIE_24_R2,Pronghorn,176,0
SUN_PRAIRIE_24_R2,White-tailed deer,176,0
SUN_PRAIRIE_24_R2,American bison,177,0
SUN_PRAIRIE_24_R2,Coyote,177,0
SUN_PRAIRIE_24_R2,Mule deer,177,0
SUN_PRAIRIE_24_R2,Pronghorn,177,0
SUN_PRAIRIE_24_R2,White-tailed deer,177,0
SUN_PRAIRIE_24_R2,American bison,178,0
SUN_PRAIRIE_24_R2,Coyote,178,0
SUN_PRAIRIE_24_R2,Mule deer,178,0
SUN_PRAIRIE_24_R2,Pronghorn,178,0
SUN_PRAIRIE_24_R2,White-tailed deer,178,0
SUN_PRAIRIE_24_R2,American bison,179,0
SUN_PRAIRIE_24_R2,Coyote,179,0
SUN_PRAIRIE_24_R2,Mule deer,179,0
SUN_PRAIRIE_24_R2,Pronghorn,179,0
SUN_PRAIRIE_24_R2,White-tailed deer,179,0
SUN_PRAIRIE_24_R2,American bison,180,0
SUN_PRAIRIE_24_R2,Coyote,180,0
SUN_PRAIRIE_24_R2,Mule deer,180,0
SUN_PRAIRIE_24_R2,Pronghorn,180,0
SUN_PRAIRIE_24_R2,White-tailed deer,180,0
SUN_PRAIRIE_24_R2,American bison,181,0
SUN_PRAIRIE_24_R2,Coyote,181,0
SUN_PRAIRIE_24_R2,Mule deer,181,0
SUN_PRAIRIE_24_R2,Pronghorn,181,0
SUN_PRAIRIE_24_R2,White-tailed deer,181,0
SUN_PRAIRIE_24_R2,American bison,182,0
SUN_PRAIRIE_24_R2,Coyote,182,0
SUN_PRAIRIE_24_R2,Mule deer,182,0
SUN_PRAIRIE_24_R2,Pronghorn,182,0
SUN_PRAIRIE_24_R2,White-tailed deer,182,0
SUN_PRAIRIE_24_R2,American bison,183,0
SUN_PRAIRIE_24_R2,Coyote,183,0
SUN_PRAIRIE_24_R2,Mule deer,183,0
SUN_PRAIRIE_24_R2,Pronghorn,183,0
SUN_PRAIRIE_24_R2,White-tailed deer,183,0
SUN_PRAIRIE_24_R2,American bison,184,0
SUN_PRAIRIE_24_R2,Coyote,184,0
SUN_PRAIRIE_24_R2,Mule deer,184,0
SUN_PRAIRIE_24_R2,Pronghorn,184,0
SUN_PRAIRIE_24_R2,White-tailed deer,184,0
SUN_PRAIRIE_24_R2,American bison,185,0
SUN_PRAIRIE_24_R2,Coyote,185,0
SUN_PRAIRIE_24_R2,Mule deer,185,0
SUN_PRAIRIE_24_R2,Pronghorn,185,0
SUN_PRAIRIE_24_R2,White-tailed deer,185,0
SUN_PRAIRIE_24_R2,American bison,186,0
SUN_PRAIRIE_24_R2,Coyote,186,0
SUN_PRAIRIE_24_R2,Mule deer,186,0
SUN_PRAIRIE_24_R2,Pronghorn,186,0
SUN_PRAIRIE_24_R2,White-tailed deer,186,0
SUN_PRAIRIE_24_R2,American bison,187,0
SUN_PRAIRIE_24_R2,Coyote,187,0
SUN_PRAIRIE_24_R2,Mule deer,187,0
SUN_PRAIRIE_24_R2,Pronghorn,187,0
SUN_PRAIRIE_24_R2,White-tailed deer,187,0
SUN_PRAIRIE_24_R2,American bison,188,0
SUN_PRAIRIE_24_R2,Coyote,188,0
SUN_PRAIRIE_24_R2,Mule deer,188,0
SUN_PRAIRIE_24_R2,Pronghorn,188,0
SUN_PRAIRIE_24_R2,White-tailed deer,188,0
SUN_PRAIRIE_24_R2,American bison,189,0
SUN_PRAIRIE_24_R2,Coyote,189,0
SUN_PRAIRIE_24_R2,Mule deer,189,0
SUN_PRAIRIE_24_R2,Pronghorn,189,0
SUN_PRAIRIE_24_R2,White-tailed deer,189,0
SUN_PRAIRIE_24_R2,American bison,190,0
SUN_PRAIRIE_24_R2,Coyote,190,0
SUN_PRAIRIE_24_R2,Mule deer,190,0
SUN_PRAIRIE_24_R2,Pronghorn,190,0
SUN_PRAIRIE_24_R2,White-tailed deer,190,0
SUN_PRAIRIE_24_R2,American bison,191,11
SUN_PRAIRIE_24_R2,Coyote,191,0
SUN_PRAIRIE_24_R2,Mule deer,191,0
SUN_PRAIRIE_24_R2,Pronghorn,191,0
SUN_PRAIRIE_24_R2,White-tailed deer,191,0
SUN_PRAIRIE_24_R2,American bison,192,0
SUN_PRAIRIE_24_R2,Coyote,192,0
SUN_PRAIRIE_24_R2,Mule deer,192,0
SUN_PRAIRIE_24_R2,Pronghorn,192,0
SUN_PRAIRIE_24_R2,White-tailed deer,192,0
SUN_PRAIRIE_24_R2,American bison,193,0
SUN_PRAIRIE_24_R2,Coyote,193,0
SUN_PRAIRIE_24_R2,Mule deer,193,0
SUN_PRAIRIE_24_R2,Pronghorn,193,0
SUN_PRAIRIE_24_R2,White-tailed deer,193,0
SUN_PRAIRIE_24_R2,American bison,194,0
SUN_PRAIRIE_24_R2,Coyote,194,0
SUN_PRAIRIE_24_R2,Mule deer,194,0
SUN_PRAIRIE_24_R2,Pronghorn,194,0
SUN_PRAIRIE_24_R2,White-tailed deer,194,0
SUN_PRAIRIE_24_R2,American bison,195,0
SUN_PRAIRIE_24_R2,Coyote,195,0
SUN_PRAIRIE_24_R2,Mule deer,195,0
SUN_PRAIRIE_24_R2,Pronghorn,195,0
SUN_PRAIRIE_24_R2,White-tailed deer,195,0
SUN_PRAIRIE_24_R2,American bison,196,0
SUN_PRAIRIE_24_R2,Coyote,196,0
SUN_PRAIRIE_24_R2,Mule deer,196,0
SUN_PRAIRIE_24_R2,Pronghorn,196,0
SUN_PRAIRIE_24_R2,White-tailed deer,196,0
SUN_PRAIRIE_24_R2,American bison,197,0
SUN_PRAIRIE_24_R2,Coyote,197,0
SUN_PRAIRIE_24_R2,Mule deer,197,0
SUN_PRAIRIE_24_R2,Pronghorn,197,0
SUN_PRAIRIE_24_R2,White-tailed deer,197,0
SUN_PRAIRIE_24_R2,American bison,198,0
SUN_PRAIRIE_24_R2,Coyote,198,0
SUN_PRAIRIE_24_R2,Mule deer,198,0
SUN_PRAIRIE_24_R2,Pronghorn,198,0
SUN_PRAIRIE_24_R2,White-tailed deer,198,0
SUN_PRAIRIE_24_R2,American bison,199,0
SUN_PRAIRIE_24_R2,Coyote,199,0
SUN_PRAIRIE_24_R2,Mule deer,199,0
SUN_PRAIRIE_24_R2,Pronghorn,199,0
SUN_PRAIRIE_24_R2,White-tailed deer,199,0
SUN_PRAIRIE_24_R2,American bison,200,0
SUN_PRAIRIE_24_R2,Coyote,200,0
SUN_PRAIRIE_24_R2,Mule deer,200,0
SUN_PRAIRIE_24_R2,Pronghorn,200,0
SUN_PRAIRIE_24_R2,White-tailed deer,200,0
SUN_PRAIRIE_24_R2,American bison,201,0
SUN_PRAIRIE_24_R2,Coyote,201,0
SUN_PRAIRIE_24_R2,Mule deer,201,0
SUN_PRAIRIE_24_R2,Pronghorn,201,0
SUN_PRAIRIE_24_R2,White-tailed deer,201,0
SUN_PRAIRIE_24_R2,American bison,202,0
SUN_PRAIRIE_24_R2,Coyote,202,0
SUN_PRAIRIE_24_R2,Mule deer,202,0
SUN_PRAIRIE_24_R2,Pronghorn,202,0
SUN_PRAIRIE_24_R2,White-tailed deer,202,0
SUN_PRAIRIE_24_R2,American bison,203,0
SUN_PRAIRIE_24_R2,Coyote,203,0
SUN_PRAIRIE_24_R2,Mule deer,203,0
SUN_PRAIRIE_24_R2,Pronghorn,203,0
SUN_PRAIRIE_24_R2,White-tailed deer,203,0
SUN_PRAIRIE_24_R2,American bison,204,0
SUN_PRAIRIE_24_R2,Coyote,204,0
SUN_PRAIRIE_24_R2,Mule deer,204,0
SUN_PRAIRIE_24_R2,Pronghorn,204,0
SUN_PRAIRIE_24_R2,White-tailed deer,204,0
SUN_PRAIRIE_24_R3,American bison,204,0
SUN_PRAIRIE_24_R3,Coyote,204,0
SUN_PRAIRIE_24_R3,Mule deer,204,0
SUN_PRAIRIE_24_R3,Pronghorn,204,0
SUN_PRAIRIE_24_R3,White-tailed deer,204,0
SUN_PRAIRIE_24_R3,American bison,205,0
SUN_PRAIRIE_24_R3,Coyote,205,0
SUN_PRAIRIE_24_R3,Mule deer,205,0
SUN_PRAIRIE_24_R3,Pronghorn,205,0
SUN_PRAIRIE_24_R3,White-tailed deer,205,0
SUN_PRAIRIE_24_R3,American bison,206,0
SUN_PRAIRIE_24_R3,Coyote,206,0
SUN_PRAIRIE_24_R3,Mule deer,206,0
SUN_PRAIRIE_24_R3,Pronghorn,206,0
SUN_PRAIRIE_24_R3,White-tailed deer,206,0
SUN_PRAIRIE_24_R3,American bison,207,0
SUN_PRAIRIE_24_R3,Coyote,207,0
SUN_PRAIRIE_24_R3,Mule deer,207,0
SUN_PRAIRIE_24_R3,Pronghorn,207,0
SUN_PRAIRIE_24_R3,White-tailed deer,207,0
SUN_PRAIRIE_24_R3,American bison,208,0
SUN_PRAIRIE_24_R3,Coyote,208,0
SUN_PRAIRIE_24_R3,Mule deer,208,0
SUN_PRAIRIE_24_R3,Pronghorn,208,0
SUN_PRAIRIE_24_R3,White-tailed deer,208,0
SUN_PRAIRIE_24_R3,American bison,209,0
SUN_PRAIRIE_24_R3,Coyote,209,0
SUN_PRAIRIE_24_R3,Mule deer,209,0
SUN_PRAIRIE_24_R3,Pronghorn,209,0
SUN_PRAIRIE_24_R3,White-tailed deer,209,0
SUN_PRAIRIE_24_R3,American bison,210,0
SUN_PRAIRIE_24_R3,Coyote,210,0
SUN_PRAIRIE_24_R3,Mule deer,210,0
SUN_PRAIRIE_24_R3,Pronghorn,210,0
SUN_PRAIRIE_24_R3,White-tailed deer,210,0
SUN_PRAIRIE_24_R3,American bison,211,0
SUN_PRAIRIE_24_R3,Coyote,211,0
SUN_PRAIRIE_24_R3,Mule deer,211,0
SUN_PRAIRIE_24_R3,Pronghorn,211,0
SUN_PRAIRIE_24_R3,White-tailed deer,211,0
SUN_PRAIRIE_24_R3,American bison,212,0
SUN_PRAIRIE_24_R3,Coyote,212,0
SUN_PRAIRIE_24_R3,Mule deer,212,0
SUN_PRAIRIE_24_R3,Pronghorn,212,0
SUN_PRAIRIE_24_R3,White-tailed deer,212,0
SUN_PRAIRIE_24_R3,American bison,213,0
SUN_PRAIRIE_24_R3,Coyote,213,0
SUN_PRAIRIE_24_R3,Mule deer,213,0
SUN_PRAIRIE_24_R3,Pronghorn,213,0
SUN_PRAIRIE_24_R3,White-tailed deer,213,0
SUN_PRAIRIE_24_R3,American bison,214,0
SUN_PRAIRIE_24_R3,Coyote,214,0
SUN_PRAIRIE_24_R3,Mule deer,214,0
SUN_PRAIRIE_24_R3,Pronghorn,214,0
SUN_PRAIRIE_24_R3,White-tailed deer,214,0
SUN_PRAIRIE_24_R3,American bison,215,0
SUN_PRAIRIE_24_R3,Coyote,215,0
SUN_PRAIRIE_24_R3,Mule deer,215,0
SUN_PRAIRIE_24_R3,Pronghorn,215,0
SUN_PRAIRIE_24_R3,White-tailed deer,215,0
SUN_PRAIRIE_24_R3,American bison,216,0
SUN_PRAIRIE_24_R3,Coyote,216,0
SUN_PRAIRIE_24_R3,Mule deer,216,0
SUN_PRAIRIE_24_R3,Pronghorn,216,0
SUN_PRAIRIE_24_R3,White-tailed deer,216,0
SUN_PRAIRIE_24_R3,American bison,217,0
SUN_PRAIRIE_24_R3,Coyote,217,0
SUN_PRAIRIE_24_R3,Mule deer,217,0
SUN_PRAIRIE_24_R3,Pronghorn,217,0
SUN_PRAIRIE_24_R3,White-tailed deer,217,0
SUN_PRAIRIE_24_R3,American bison,218,2
SUN_PRAIRIE_24_R3,Coyote,218,0
SUN_PRAIRIE_24_R3,Mule deer,218,0
SUN_PRAIRIE_24_R3,Pronghorn,218,0
SUN_PRAIRIE_24_R3,White-tailed deer,218,0
SUN_PRAIRIE_24_R3,American bison,219,0
SUN_PRAIRIE_24_R3,Coyote,219,0
SUN_PRAIRIE_24_R3,Mule deer,219,0
SUN_PRAIRIE_24_R3,Pronghorn,219,0
SUN_PRAIRIE_24_R3,White-tailed deer,219,0
SUN_PRAIRIE_24_R3,American bison,220,0
SUN_PRAIRIE_24_R3,Coyote,220,0
SUN_PRAIRIE_24_R3,Mule deer,220,0
SUN_PRAIRIE_24_R3,Pronghorn,220,0
SUN_PRAIRIE_24_R3,White-tailed deer,220,0
SUN_PRAIRIE_24_R3,American bison,221,0
SUN_PRAIRIE_24_R3,Coyote,221,0
SUN_PRAIRIE_24_R3,Mule deer,221,0
SUN_PRAIRIE_24_R3,Pronghorn,221,0
SUN_PRAIRIE_24_R3,White-tailed deer,221,0
SUN_PRAIRIE_24_R3,American bison,222,0
SUN_PRAIRIE_24_R3,Coyote,222,0
SUN_PRAIRIE_24_R3,Mule deer,222,0
SUN_PRAIRIE_24_R3,Pronghorn,222,0
SUN_PRAIRIE_24_R3,White-tailed deer,222,0
SUN_PRAIRIE_24_R3,American bison,223,0
SUN_PRAIRIE_24_R3,Coyote,223,0
SUN_PRAIRIE_24_R3,Mule deer,223,0
SUN_PRAIRIE_24_R3,Pronghorn,223,0
SUN_PRAIRIE_24_R3,White-tailed deer,223,0
SUN_PRAIRIE_24_R3,American bison,224,0
SUN_PRAIRIE_24_R3,Coyote,224,0
SUN_PRAIRIE_24_R3,Mule deer,224,0
SUN_PRAIRIE_24_R3,Pronghorn,224,0
SUN_PRAIRIE_24_R3,White-tailed deer,224,0
SUN_PRAIRIE_24_R3,American bison,225,0
SUN_PRAIRIE_24_R3,Coyote,225,0
SUN_PRAIRIE_24_R3,Mule deer,225,0
SUN_PRAIRIE_24_R3,Pronghorn,225,0
SUN_PRAIRIE_24_R3,White-tailed deer,225,0
SUN_PRAIRIE_24_R3,American bison,226,0
SUN_PRAIRIE_24_R3,Coyote,226,0
SUN_PRAIRIE_24_R3,Mule deer,226,0
SUN_PRAIRIE_24_R3,Pronghorn,226,0
SUN_PRAIRIE_24_R3,White-tailed deer,226,0
SUN_PRAIRIE_24_R3,American bison,227,0
SUN_PRAIRIE_24_R3,Coyote,227,0
SUN_PRAIRIE_24_R3,Mule deer,227,0
SUN_PRAIRIE_24_R3,Pronghorn,227,0
SUN_PRAIRIE_24_R3,White-tailed deer,227,0
SUN_PRAIRIE_24_R3,American bison,228,0
SUN_PRAIRIE_24_R3,Coyote,228,0
SUN_PRAIRIE_24_R3,Mule deer,228,0
SUN_PRAIRIE_24_R3,Pronghorn,228,0
SUN_PRAIRIE_24_R3,White-tailed deer,228,0
SUN_PRAIRIE_24_R3,American bison,229,0
SUN_PRAIRIE_24_R3,Coyote,229,0
SUN_PRAIRIE_24_R3,Mule deer,229,0
SUN_PRAIRIE_24_R3,Pronghorn,229,0
SUN_PRAIRIE_24_R3,White-tailed deer,229,0
SUN_PRAIRIE_24_R3,American bison,230,0
SUN_PRAIRIE_24_R3,Coyote,230,0
SUN_PRAIRIE_24_R3,Mule deer,230,0
SUN_PRAIRIE_24_R3,Pronghorn,230,0
SUN_PRAIRIE_24_R3,White-tailed deer,230,0
SUN_PRAIRIE_24_R3,American bison,231,0
SUN_PRAIRIE_24_R3,Coyote,231,0
SUN_PRAIRIE_24_R3,Mule deer,231,0
SUN_PRAIRIE_24_R3,Pronghorn,231,0
SUN_PRAIRIE_24_R3,White-tailed deer,231,0
SUN_PRAIRIE_24_R3,American bison,232,0
SUN_PRAIRIE_24_R3,Coyote,232,0
SUN_PRAIRIE_24_R3,Mule deer,232,0
SUN_PRAIRIE_24_R3,Pronghorn,232,0
SUN_PRAIRIE_24_R3,White-tailed deer,232,0
SUN_PRAIRIE_24_R3,American bison,233,0
SUN_PRAIRIE_24_R3,Coyote,233,0
SUN_PRAIRIE_24_R3,Mule deer,233,0
SUN_PRAIRIE_24_R3,Pronghorn,233,0
SUN_PRAIRIE_24_R3,White-tailed deer,233,0
SUN_PRAIRIE_24_R4,American bison,233,0
SUN_PRAIRIE_24_R4,Coyote,233,0
SUN_PRAIRIE_24_R4,Mule deer,233,0
SUN_PRAIRIE_24_R4,Pronghorn,233,0
SUN_PRAIRIE_24_R4,White-tailed deer,233,0
SUN_PRAIRIE_24_R4,American bison,234,0
SUN_PRAIRIE_24_R4,Coyote,234,0
SUN_PRAIRIE_24_R4,Mule deer,234,0
SUN_PRAIRIE_24_R4,Pronghorn,234,0
SUN_PRAIRIE_24_R4,White-tailed deer,234,0
SUN_PRAIRIE_24_R4,American bison,235,0
SUN_PRAIRIE_24_R4,Coyote,235,0
SUN_PRAIRIE_24_R4,Mule deer,235,0
SUN_PRAIRIE_24_R4,Pronghorn,235,0
SUN_PRAIRIE_24_R4,White-tailed deer,235,0
SUN_PRAIRIE_24_R4,American bison,236,0
SUN_PRAIRIE_24_R4,Coyote,236,0
SUN_PRAIRIE_24_R4,Mule deer,236,0
SUN_PRAIRIE_24_R4,Pronghorn,236,0
SUN_PRAIRIE_24_R4,White-tailed deer,236,0
SUN_PRAIRIE_24_R4,American bison,237,0
SUN_PRAIRIE_24_R4,Coyote,237,0
SUN_PRAIRIE_24_R4,Mule deer,237,0
SUN_PRAIRIE_24_R4,Pronghorn,237,0
SUN_PRAIRIE_24_R4,White-tailed deer,237,0
SUN_PRAIRIE_24_R4,American bison,238,0
SUN_PRAIRIE_24_R4,Coyote,238,0
SUN_PRAIRIE_24_R4,Mule deer,238,0
SUN_PRAIRIE_24_R4,Pronghorn,238,0
SUN_PRAIRIE_24_R4,White-tailed deer,238,0
SUN_PRAIRIE_24_R4,American bison,239,0
SUN_PRAIRIE_24_R4,Coyote,239,0
SUN_PRAIRIE_24_R4,Mule deer,239,0
SUN_PRAIRIE_24_R4,Pronghorn,239,0
SUN_PRAIRIE_24_R4,White-tailed deer,239,0
SUN_PRAIRIE_24_R4,American bison,240,2
SUN_PRAIRIE_24_R4,Coyote,240,0
SUN_PRAIRIE_24_R4,Mule deer,240,0
SUN_PRAIRIE_24_R4,Pronghorn,240,0
SUN_PRAIRIE_24_R4,White-tailed deer,240,0
SUN_PRAIRIE_24_R4,American bison,241,0
SUN_PRAIRIE_24_R4,Coyote,241,0
SUN_PRAIRIE_24_R4,Mule deer,241,0
SUN_PRAIRIE_24_R4,Pronghorn,241,0
SUN_PRAIRIE_24_R4,White-tailed deer,241,0
SUN_PRAIRIE_24_R4,American bison,242,0
SUN_PRAIRIE_24_R4,Coyote,242,0
SUN_PRAIRIE_24_R4,Mule deer,242,0
SUN_PRAIRIE_24_R4,Pronghorn,242,0
SUN_PRAIRIE_24_R4,White-tailed deer,242,0
SUN_PRAIRIE_24_R4,American bison,243,0
SUN_PRAIRIE_24_R4,Coyote,243,0
SUN_PRAIRIE_24_R4,Mule deer,243,0
SUN_PRAIRIE_24_R4,Pronghorn,243,0
SUN_PRAIRIE_24_R4,White-tailed deer,243,0
SUN_PRAIRIE_24_R4,American bison,244,0
SUN_PRAIRIE_24_R4,Coyote,244,0
SUN_PRAIRIE_24_R4,Mule deer,244,0
SUN_PRAIRIE_24_R4,Pronghorn,244,0
SUN_PRAIRIE_24_R4,White-tailed deer,244,0
SUN_PRAIRIE_24_R4,American bison,245,0
SUN_PRAIRIE_24_R4,Coyote,245,0
SUN_PRAIRIE_24_R4,Mule deer,245,0
SUN_PRAIRIE_24_R4,Pronghorn,245,0
SUN_PRAIRIE_24_R4,White-tailed deer,245,0
SUN_PRAIRIE_24_R4,American bison,246,0
SUN_PRAIRIE_24_R4,Coyote,246,0
SUN_PRAIRIE_24_R4,Mule deer,246,0
SUN_PRAIRIE_24_R4,Pronghorn,246,0
SUN_PRAIRIE_24_R4,White-tailed deer,246,0
SUN_PRAIRIE_24_R4,American bison,247,0
SUN_PRAIRIE_24_R4,Coyote,247,0
SUN_PRAIRIE_24_R4,Mule deer,247,0
SUN_PRAIRIE_24_R4,Pronghorn,247,0
SUN_PRAIRIE_24_R4,White-tailed deer,247,0
SUN_PRAIRIE_24_R4,American bison,248,0
SUN_PRAIRIE_24_R4,Coyote,248,0
SUN_PRAIRIE_24_R4,Mule deer,248,0
SUN_PRAIRIE_24_R4,Pronghorn,248,0
SUN_PRAIRIE_24_R4,White-tailed deer,248,0
SUN_PRAIRIE_24_R4,American bison,249,0
SUN_PRAIRIE_24_R4,Coyote,249,0
SUN_PRAIRIE_24_R4,Mule deer,249,0
SUN_PRAIRIE_24_R4,Pronghorn,249,0
SUN_PRAIRIE_24_R4,White-tailed deer,249,0
SUN_PRAIRIE_24_R4,American bison,250,0
SUN_PRAIRIE_24_R4,Coyote,250,0
SUN_PRAIRIE_24_R4,Mule deer,250,0
SUN_PRAIRIE_24_R4,Pronghorn,250,0
SUN_PRAIRIE_24_R4,White-tailed deer,250,0
SUN_PRAIRIE_24_R4,American bison,251,0
SUN_PRAIRIE_24_R4,Coyote,251,0
SUN_PRAIRIE_24_R4,Mule deer,251,0
SUN_PRAIRIE_24_R4,Pronghorn,251,0
SUN_PRAIRIE_24_R4,White-tailed deer,251,0
SUN_PRAIRIE_24_R4,American bison,252,0
SUN_PRAIRIE_24_R4,Coyote,252,0
SUN_PRAIRIE_24_R4,Mule deer,252,0
SUN_PRAIRIE_24_R4,Pronghorn,252,0
SUN_PRAIRIE_24_R4,White-tailed deer,252,0
SUN_PRAIRIE_24_R4,American bison,253,0
SUN_PRAIRIE_24_R4,Coyote,253,0
SUN_PRAIRIE_24_R4,Mule deer,253,0
SUN_PRAIRIE_24_R4,Pronghorn,253,0
SUN_PRAIRIE_24_R4,White-tailed deer,253,0
SUN_PRAIRIE_24_R4,American bison,254,0
SUN_PRAIRIE_24_R4,Coyote,254,0
SUN_PRAIRIE_24_R4,Mule deer,254,0
SUN_PRAIRIE_24_R4,Pronghorn,254,0
SUN_PRAIRIE_24_R4,White-tailed deer,254,0
SUN_PRAIRIE_24_R4,American bison,255,0
SUN_PRAIRIE_24_R4,Coyote,255,0
SUN_PRAIRIE_24_R4,Mule deer,255,0
SUN_PRAIRIE_24_R4,Pronghorn,255,0
SUN_PRAIRIE_24_R4,White-tailed deer,255,0
SUN_PRAIRIE_24_R4,American bison,256,5
SUN_PRAIRIE_24_R4,Coyote,256,0
SUN_PRAIRIE_24_R4,Mule deer,256,0
SUN_PRAIRIE_24_R4,Pronghorn,256,0
SUN_PRAIRIE_24_R4,White-tailed deer,256,0
SUN_PRAIRIE_24_R4,American bison,257,0
SUN_PRAIRIE_24_R4,Coyote,257,0
SUN_PRAIRIE_24_R4,Mule deer,257,0
SUN_PRAIRIE_24_R4,Pronghorn,257,0
SUN_PRAIRIE_24_R4,White-tailed deer,257,0
SUN_PRAIRIE_24_R4,American bison,258,0
SUN_PRAIRIE_24_R4,Coyote,258,0
SUN_PRAIRIE_24_R4,Mule deer,258,0
SUN_PRAIRIE_24_R4,Pronghorn,258,0
SUN_PRAIRIE_24_R4,White-tailed deer,258,0
SUN_PRAIRIE_24_R4,American bison,259,0
SUN_PRAIRIE_24_R4,Coyote,259,0
SUN_PRAIRIE_24_R4,Mule deer,259,0
SUN_PRAIRIE_24_R4,Pronghorn,259,0
SUN_PRAIRIE_24_R4,White-tailed deer,259,0
SUN_PRAIRIE_24_R4,American bison,260,0
SUN_PRAIRIE_24_R4,Coyote,260,0
SUN_PRAIRIE_24_R4,Mule deer,260,0
SUN_PRAIRIE_24_R4,Pronghorn,260,0
SUN_PRAIRIE_24_R4,White-tailed deer,260,0
SUN_PRAIRIE_24_R4,American bison,261,0
SUN_PRAIRIE_24_R4,Coyote,261,0
SUN_PRAIRIE_24_R4,Mule deer,261,0
SUN_PRAIRIE_24_R4,Pronghorn,261,0
SUN_PRAIRIE_24_R4,White-tailed deer,261,0
SUN_PRAIRIE_24_R4,American bison,262,0
SUN_PRAIRIE_24_R4,Coyote,262,0
SUN_PRAIRIE_24_R4,Mule deer,262,0
SUN_PRAIRIE_24_R4,Pronghorn,262,0
SUN_PRAIRIE_24_R4,White-tailed deer,262,0
SUN_PRAIRIE_24_R4,American bison,263,0
SUN_PRAIRIE_24_R4,Coyote,263,0
SUN_PRAIRIE_24_R4,Mule deer,263,0
SUN_PRAIRIE_24_R4,Pronghorn,263,0
SUN_PRAIRIE_24_R4,White-tailed deer,263,0
SUN_PRAIRIE_24_R4,American bison,264,0
SUN_PRAIRIE_24_R4,Coyote,264,0
SUN_PRAIRIE_24_R4,Mule deer,264,0
SUN_PRAIRIE_24_R4,Pronghorn,264,0
SUN_PRAIRIE_24_R4,White-tailed deer,264,0
SUN_PRAIRIE_24_R4,American bison,265,0
SUN_PRAIRIE_24_R4,Coyote,265,0
SUN_PRAIRIE_24_R4,Mule deer,265,0
SUN_PRAIRIE_24_R4,Pronghorn,265,0
SUN_PRAIRIE_24_R4,White-tailed deer,265,0
SUN_PRAIRIE_24_R5,American bison,265,0
SUN_PRAIRIE_24_R5,Coyote,265,0
SUN_PRAIRIE_24_R5,Mule deer,265,0
SUN_PRAIRIE_24_R5,Pronghorn,265,0
SUN_PRAIRIE_24_R5,White-tailed deer,265,0
SUN_PRAIRIE_24_R5,American bison,266,0
SUN_PRAIRIE_24_R5,Coyote,266,0
SUN_PRAIRIE_24_R5,Mule deer,266,0
SUN_PRAIRIE_24_R5,Pronghorn,266,0
SUN_PRAIRIE_24_R5,White-tailed deer,266,0
SUN_PRAIRIE_24_R5,American bison,267,0
SUN_PRAIRIE_24_R5,Coyote,267,0
SUN_PRAIRIE_24_R5,Mule deer,267,0
SUN_PRAIRIE_24_R5,Pronghorn,267,0
SUN_PRAIRIE_24_R5,White-tailed deer,267,0
SUN_PRAIRIE_24_R5,American bison,268,0
SUN_PRAIRIE_24_R5,Coyote,268,0
SUN_PRAIRIE_24_R5,Mule deer,268,0
SUN_PRAIRIE_24_R5,Pronghorn,268,0
SUN_PRAIRIE_24_R5,White-tailed deer,268,0
SUN_PRAIRIE_24_R5,American bison,269,0
SUN_PRAIRIE_24_R5,Coyote,269,0
SUN_PRAIRIE_24_R5,Mule deer,269,0
SUN_PRAIRIE_24_R5,Pronghorn,269,0
SUN_PRAIRIE_24_R5,White-tailed deer,269,0
SUN_PRAIRIE_24_R5,American bison,270,0
SUN_PRAIRIE_24_R5,Coyote,270,0
SUN_PRAIRIE_24_R5,Mule deer,270,0
SUN_PRAIRIE_24_R5,Pronghorn,270,0
SUN_PRAIRIE_24_R5,White-tailed deer,270,0
SUN_PRAIRIE_24_R5,American bison,271,0
SUN_PRAIRIE_24_R5,Coyote,271,0
SUN_PRAIRIE_24_R5,Mule deer,271,0
SUN_PRAIRIE_24_R5,Pronghorn,271,0
SUN_PRAIRIE_24_R5,White-tailed deer,271,0
SUN_PRAIRIE_24_R5,American bison,272,0
SUN_PRAIRIE_24_R5,Coyote,272,0
SUN_PRAIRIE_24_R5,Mule deer,272,0
SUN_PRAIRIE_24_R5,Pronghorn,272,0
SUN_PRAIRIE_24_R5,White-tailed deer,272,0
SUN_PRAIRIE_24_R5,American bison,273,0
SUN_PRAIRIE_24_R5,Coyote,273,0
SUN_PRAIRIE_24_R5,Mule deer,273,0
SUN_PRAIRIE_24_R5,Pronghorn,273,0
SUN_PRAIRIE_24_R5,White-tailed deer,273,0
